Morus_013852-R1	HART063A_032738-R1
Morus_013479-R1	HART063A_032739-R1
Morus_013477-R1	HART063A_032741-R1
Morus_013176-R1	HART063A_032742-R1
Morus_013205-R1	HART063A_032743-R1
Morus_014001-R1	HART063A_032744-R1
Morus_013088-R1	HART063A_032746-R1
Morus_013395-R1	HART063A_032747-R1
Morus_013630-R1	HART063A_032748-R1
Morus_012878-R1	HART063A_032749-R1
Morus_014123-R1	HART063A_032752-R1
Morus_012958-R1	HART063A_032756-R1
Morus_013147-R4	HART063A_032757-R4
Morus_012841-R1	HART063A_032759-R1
Morus_012842-R1	HART063A_032760-R1
Morus_013948-R1	HART063A_032761-R1
Morus_013702-R1	HART063A_032764-R1
Morus_014088-R1	HART063A_032765-R1
Morus_014089-R1	HART063A_032767-R1
Morus_014091-R1	HART063A_032768-R1
Morus_013030-R1	HART063A_032771-R1
Morus_013136-R1	HART063A_032772-R1
Morus_013992-R1	HART063A_032774-R1
Morus_013002-R1	HART063A_032776-R1
Morus_013461-R2	HART063A_032777-R1
Morus_014106-R1	HART063A_032778-R1
Morus_014094-R1	HART063A_032779-R1
Morus_014095-R1	HART063A_032781-R1
Morus_012893-R1	HART063A_032782-R1
Morus_014110-R1	HART063A_032784-R1
Morus_012927-R1	HART063A_032786-R1
Morus_013914-R1	HART063A_032787-R1
Morus_013514-R1	HART063A_032788-R1
Morus_013584-R2	HART063A_032789-R2
Morus_012829-R1	HART063A_032795-R1
Morus_unassigned_transcript_4162	HART063A_032796-R1
Morus_001781-R2	HART063A_032799-R1
Morus_013071-R1	HART063A_032801-R1
Morus_013074-R1	HART063A_032802-R1
Morus_013222-R1	HART063A_032804-R1
Morus_012943-R1	HART063A_032805-R1
Morus_007064-R1	HART063A_032806-R1
Morus_014203-R1	HART063A_032807-R1
Morus_014107-R1	HART063A_032811-R1
Morus_013255-R1	HART063A_032812-R1
Morus_012876-R1	HART063A_032813-R1
Morus_012900-R1	HART063A_032816-R1
Morus_013363-R1	HART063A_032818-R1
Morus_013121-R1	HART063A_032819-R1
Morus_013610-R1	HART063A_032820-R1
Morus_013490-R1	HART063A_032821-R1
Morus_013079-R1	HART063A_032823-R1
Morus_013616-R4	HART063A_032826-R1
Morus_014184-R1	HART063A_032827-R1
Morus_013084-R1	HART063A_032828-R1
Morus_013085-R1	HART063A_032829-R1
Morus_012921-R1	HART063A_032830-R1
Morus_014097-R1	HART063A_032833-R1
Morus_013247-R1	HART063A_032834-R1
Morus_013192-R1	HART063A_032835-R1
Morus_012894-R1	HART063A_032836-R1
Morus_012895-R1	HART063A_032837-R1
Morus_013976-R1	HART063A_032838-R1
Morus_013160-R1	HART063A_032840-R1
Morus_012924-R1	HART063A_032841-R1
Morus_013316-R1	HART063A_032843-R1
Morus_013939-R1	HART063A_032846-R1
Morus_014173-R1	HART063A_032847-R1
Morus_013076-R1	HART063A_032849-R1
Morus_014193-R1	HART063A_032850-R1
Morus_014096-R1	HART063A_032852-R1
Morus_013060-R1	HART063A_032854-R1
Morus_013399-R1	HART063A_032859-R1
Morus_012969-R1	HART063A_032860-R1
Morus_012932-R2	HART063A_032862-R5
Morus_013732-R1	HART063A_032866-R1
Morus_014218-R1	HART063A_032867-R1
Morus_014125-R1	HART063A_032868-R1
Morus_006472-R1	HART063A_032869-R1
Morus_014108-R1	HART063A_032870-R1
Morus_013875-R1	HART063A_032871-R1
Morus_014161-R1	HART063A_032876-R1
Morus_014030-R1	HART063A_032877-R1
Morus_013322-R1	HART063A_032881-R1
Morus_013323-R1	HART063A_032882-R1
Morus_013618-R2	HART063A_032883-R1
Morus_013919-R1	HART063A_032884-R1
Morus_013458-R1	HART063A_032886-R1
Morus_012860-R1	HART063A_032888-R2
Morus_013866-R1	HART063A_032890-R1
Morus_013141-R1	HART063A_032891-R1
Morus_013671-R1	HART063A_032893-R1
Morus_013464-R1	HART063A_032895-R1
Morus_013463-R1	HART063A_032896-R1
Morus_013215-R1	HART063A_032897-R1
Morus_013614-R1	HART063A_032898-R1
Morus_012948-R1	HART063A_032899-R1
Morus_unassigned_transcript_3547	HART063A_032900-R1
Morus_013133-R2	HART063A_032902-R1
Morus_013621-R1	HART063A_032903-R1
Morus_012824-R1	HART063A_032905-R1
Morus_013933-R1	HART063A_032906-R1
Morus_013944-R1	HART063A_032907-R1
Morus_013149-R1	HART063A_032908-R1
Morus_013643-R1	HART063A_032911-R1
Morus_013195-R1	HART063A_032912-R1
Morus_014121-R1	HART063A_032914-R1
Morus_013055-R1	HART063A_032916-R1
Morus_014003-R1	HART063A_032917-R2
Morus_013993-R1	HART063A_032918-R1
Morus_013075-R1	HART063A_032921-R1
Morus_014140-R1	HART063A_032922-R1
Morus_013389-R2	HART063A_032925-R1
Morus_unassigned_transcript_3681	HART063A_032926-R1
Morus_014023-R1	HART063A_032927-R1
Morus_013982-R1	HART063A_032929-R1
Morus_014157-R1	HART063A_032931-R1
Morus_014170-R1	HART063A_032932-R1
Morus_013320-R1	HART063A_032934-R1
Morus_014175-R1	HART063A_032937-R1
Morus_unassigned_transcript_3639	HART063A_032941-R1
Morus_013964-R1	HART063A_032942-R1
Morus_013893-R1	HART063A_032943-R1
Morus_013164-R1	HART063A_032945-R1
Morus_unassigned_transcript_3558	HART063A_032949-R1
Morus_014076-R2	HART063A_032961-R1
Morus_014092-R1	HART063A_032962-R1
Morus_013080-R1	HART063A_032964-R1
Morus_013470-R1	HART063A_032965-R1
Morus_000068-R1	HART063A_032970-R1
Morus_013151-R1	HART063A_032975-R1
Morus_013230-R1	HART063A_032976-R1
Morus_013582-R1	HART063A_032979-R1
Morus_013239-R1	HART063A_032984-R1
Morus_013375-R1	HART063A_032986-R1
Morus_012999-R1	HART063A_032987-R1
Morus_013985-R2	HART063A_033011-R1
Morus_011034-R1	HART063A_033014-R1
Morus_013915-R1	HART063A_033021-R1
Morus_013520-R1	HART063A_033026-R1
Morus_013669-R1	HART063A_033028-R1
Morus_013897-R1	HART063A_033033-R1
Morus_013675-R1	HART063A_033034-R1
Morus_012955-R1	HART063A_033042-R1
Morus_013868-R1	HART063A_033044-R1
Morus_013986-R1	HART063A_033046-R2
Morus_013326-R1	HART063A_033047-R1
Morus_013642-R1	HART063A_033049-R1
Morus_013444-R1	HART063A_033056-R1
Morus_013661-R1	HART063A_033057-R1
Morus_012905-R1	HART063A_033058-R1
Morus_013122-R1	HART063A_033060-R1
Morus_012946-R1	HART063A_033061-R1
Morus_001153-R1	HART063A_033063-R1
Morus_014080-R1	HART063A_033069-R1
Morus_013077-R1	HART063A_033072-R1
Morus_014006-R1	HART063A_033073-R1
Morus_013623-R1	HART063A_033075-R1
Morus_013956-R1	HART063A_033076-R1
Morus_012909-R1	HART063A_033077-R9
Morus_012844-R2	HART063A_033080-R2
Morus_012825-R1	HART063A_033081-R1
Morus_014112-R2	HART063A_033082-R2
Morus_014016-R1	HART063A_033085-R1
Morus_013185-R1	HART063A_033087-R1
Morus_013368-R1	HART063A_033088-R1
Morus_013024-R1	HART063A_033090-R1
Morus_unassigned_transcript_666	HART063A_033091-R1
Morus_014098-R1	HART063A_033092-R1
Morus_013420-R1	HART063A_033093-R2
Morus_013203-R1	HART063A_033095-R1
Morus_013144-R1	HART063A_033096-R1
Morus_013509-R1	HART063A_033099-R1
Morus_014118-R1	HART063A_033100-R1
Morus_014008-R1	HART063A_033101-R1
Morus_013412-R1	HART063A_033103-R1
Morus_012828-R2	HART063A_033106-R1
Morus_014130-R1	HART063A_033108-R1
Morus_012899-R1	HART063A_033109-R1
Morus_014148-R1	HART063A_033110-R1
Morus_012989-R1	HART063A_033111-R1
Morus_013734-R1	HART063A_033114-R1
Morus_013889-R1	HART063A_033115-R1
Morus_013376-R1	HART063A_033116-R3
Morus_013689-R1	HART063A_033117-R1
Morus_013115-R1	HART063A_033118-R1
Morus_013483-R1	HART063A_033119-R1
Morus_013329-R1	HART063A_033121-R1
Morus_013069-R2	HART063A_033122-R2
Morus_014208-R1	HART063A_033123-R1
Morus_013877-R1	HART063A_033125-R1
Morus_012892-R1	HART063A_033129-R1
Morus_013591-R1	HART063A_033132-R1
Morus_014186-R1	HART063A_033133-R1
Morus_013217-R1	HART063A_033134-R1
Morus_004195-R1	HART063A_033138-R1
Morus_013916-R1	HART063A_033140-R1
Morus_013975-R1	HART063A_033141-R1
Morus_013200-R1	HART063A_033143-R1
Morus_013613-R1	HART063A_033144-R1
Morus_013120-R2	HART063A_033145-R2
Morus_013343-R1	HART063A_033146-R1
Morus_013161-R1	HART063A_033149-R1
Morus_013781-R1	HART063A_033155-R1
Morus_014111-R1	HART063A_033156-R1
Morus_012984-R1	HART063A_033157-R1
Morus_013165-R1	HART063A_033158-R1
Morus_013408-R1	HART063A_033159-R1
Morus_013478-R1	HART063A_033163-R1
Morus_014021-R1	HART063A_033164-R2
Morus_013167-R1	HART063A_033166-R1
Morus_013497-R1	HART063A_033168-R1
Morus_013377-R1	HART063A_033171-R1
Morus_013594-R1	HART063A_033173-R1
Morus_014083-R1	HART063A_033174-R1
Morus_014185-R1	HART063A_033176-R2
Morus_unassigned_transcript_3624	HART063A_033177-R1
Morus_013061-R1	HART063A_033180-R1
Morus_013423-R1	HART063A_033186-R1
Morus_013083-R1	HART063A_033187-R1
Morus_013396-R1	HART063A_033191-R1
Morus_013443-R1	HART063A_033192-R1
Morus_unassigned_transcript_3806	HART063A_033194-R1
Morus_013996-R1	HART063A_033195-R1
Morus_013178-R1	HART063A_033196-R1
Morus_013990-R1	HART063A_033198-R1
Morus_013890-R1	HART063A_033200-R1
Morus_012897-R1	HART063A_033201-R1
Morus_013037-R1	HART063A_033203-R1
Morus_013563-R1	HART063A_033205-R1
Morus_013883-R1	HART063A_033206-R1
Morus_013538-R1	HART063A_033209-R1
Morus_014138-R1	HART063A_033210-R1
Morus_014029-R1	HART063A_033211-R1
Morus_013439-R1	HART063A_033212-R1
Morus_013271-R1	HART063A_033217-R1
Morus_013629-R1	HART063A_033225-R1
Morus_014050-R1	HART063A_033228-R1
Morus_014019-R1	HART063A_033229-R1
Morus_013557-R1	HART063A_033230-R1
Morus_014005-R1	HART063A_033231-R1
Morus_013484-R1	HART063A_033233-R1
Morus_013081-R1	HART063A_033235-R1
Morus_013935-R1	HART063A_033237-R1
Morus_013658-R1	HART063A_033239-R1
Morus_013146-R1	HART063A_033240-R1
Morus_012970-R1	HART063A_033242-R1
Morus_013888-R1	HART063A_033246-R1
Morus_006191-R1	HART063A_033247-R1
Morus_012809-R1	HART063A_033250-R1
Morus_013434-R1	HART063A_033253-R1
Morus_013052-R1	HART063A_033254-R1
Morus_014039-R1	HART063A_033255-R1
Morus_013457-R1	HART063A_033256-R2
Morus_013004-R1	HART063A_033257-R1
Morus_013005-R1	HART063A_033258-R1
Morus_013006-R1	HART063A_033259-R1
Morus_013007-R1	HART063A_033260-R1
Morus_013279-R1	HART063A_033262-R1
Morus_013336-R1	HART063A_033263-R1
Morus_012973-R1	HART063A_033265-R1
Morus_014163-R1	HART063A_033266-R1
Morus_013943-R1	HART063A_033267-R1
Morus_013507-R1	HART063A_033269-R1
Morus_013307-R1	HART063A_033273-R1
Morus_012925-R1	HART063A_033274-R1
Morus_013645-R1	HART063A_033275-R1
Morus_013651-R1	HART063A_033279-R1
Morus_012845-R2	HART063A_033280-R1
Morus_unassigned_transcript_3553	HART063A_033281-R1
Morus_013139-R1	HART063A_033283-R1
Morus_013472-R1	HART063A_033284-R1
Morus_012963-R1	HART063A_033285-R1
Morus_013328-R1	HART063A_033288-R1
Morus_012890-R1	HART063A_033289-R1
Morus_013418-R1	HART063A_033291-R1
Morus_013201-R1	HART063A_033294-R1
Morus_013924-R1	HART063A_033295-R1
Morus_013480-R1	HART063A_033298-R1
Morus_013664-R1	HART063A_033299-R1
Morus_014198-R1	HART063A_033303-R1
Morus_012978-R1	HART063A_033304-R1
Morus_013684-R1	HART063A_033311-R1
Morus_013688-R1	HART063A_033317-R1
Morus_007070-R1	HART063A_033319-R1
Morus_004456-R1	HART063A_033320-R1
Morus_013994-R1	HART063A_033324-R1
Morus_013699-R1	HART063A_033325-R1
Morus_014062-R1	HART063A_033341-R1
Morus_012974-R1	HART063A_033346-R1
Morus_013620-R1	HART063A_033351-R1
Morus_013726-R1	HART063A_033354-R1
Morus_013727-R1	HART063A_033355-R1
Morus_013530-R1	HART063A_033359-R1
Morus_unassigned_transcript_3672	HART063A_033360-R1
Morus_013078-R1	HART063A_033364-R1
Morus_014024-R1	HART063A_033372-R1
Morus_010006-R1	HART063A_033383-R3
Morus_013771-R1	HART063A_033402-R1
Morus_013453-R1	HART063A_033428-R1
Morus_013785-R1	HART063A_033431-R1
Morus_011846-R1	HART063A_033440-R1
Morus_013801-R1	HART063A_033445-R1
Morus_013212-R1	HART063A_033457-R1
Morus_014027-R1	HART063A_033463-R1
Morus_013820-R1	HART063A_033466-R1
Morus_014235-R1	HART063A_033467-R1
Morus_013849-R1	HART063A_033488-R1
Morus_014133-R1	HART063A_033490-R1
Morus_013853-R1	HART063A_033491-R1
Morus_013860-R1	HART063A_033496-R1
Morus_013025-R1	HART063A_033497-R1
Morus_013109-R1	HART063A_033500-R1
Morus_013391-R1	HART063A_033501-R1
Morus_014044-R1	HART063A_033502-R1
Morus_014192-R1	HART063A_033505-R1
Morus_013670-R1	HART063A_033508-R1
Morus_013334-R1	HART063A_033509-R1
Morus_unassigned_transcript_3642	HART063A_033514-R1
Morus_013786-R1	HART063A_033517-R1
Morus_008724-R1	HART063A_033591-R1
Morus_007934-R1	HART063A_033689-R1
Morus_002313-R1	HART063A_033841-R1
Morus_018099-R1	HART063A_033869-R3
Morus_005125-R1	HART063A_033914-R1
Morus_005139-R1	HART063A_033993-R1
Morus_004924-R1	HART063A_unassigned_transcript_1
Morus_unassigned_transcript_816	HART063A_unassigned_transcript_1000
Morus_011709-R1	HART063A_unassigned_transcript_1002
Morus_unassigned_transcript_4924	HART063A_unassigned_transcript_10028
Morus_021414-R1	HART063A_unassigned_transcript_1003
Morus_019773-R1	HART063A_unassigned_transcript_10032
Morus_020678-R1	HART063A_unassigned_transcript_10034
Morus_020475-R1	HART063A_unassigned_transcript_10035
Morus_019435-R1	HART063A_unassigned_transcript_10037
Morus_020512-R1	HART063A_unassigned_transcript_10038
Morus_017835-R1	HART063A_unassigned_transcript_1004
Morus_020732-R1	HART063A_unassigned_transcript_10052
Morus_unassigned_transcript_447	HART063A_unassigned_transcript_1006
Morus_019832-R1	HART063A_unassigned_transcript_10075
Morus_021015-R1	HART063A_unassigned_transcript_10076
Morus_016209-R1	HART063A_unassigned_transcript_1008
Morus_019792-R1	HART063A_unassigned_transcript_10080
Morus_020477-R1	HART063A_unassigned_transcript_10081
Morus_019999-R1	HART063A_unassigned_transcript_10082
Morus_021144-R1	HART063A_unassigned_transcript_10083
Morus_020893-R1	HART063A_unassigned_transcript_10087
Morus_unassigned_transcript_4963	HART063A_unassigned_transcript_10089
Morus_unassigned_transcript_4965	HART063A_unassigned_transcript_10091
Morus_019982-R1	HART063A_unassigned_transcript_10093
Morus_020145-R1	HART063A_unassigned_transcript_10094
Morus_unassigned_transcript_4974	HART063A_unassigned_transcript_10096
Morus_017060-R1	HART063A_unassigned_transcript_1010
Morus_unassigned_transcript_4979	HART063A_unassigned_transcript_10100
Morus_unassigned_transcript_4980	HART063A_unassigned_transcript_10101
Morus_020931-R1	HART063A_unassigned_transcript_10102
Morus_020886-R1	HART063A_unassigned_transcript_10103
Morus_unassigned_transcript_4982	HART063A_unassigned_transcript_10106
Morus_019958-R1	HART063A_unassigned_transcript_10108
Morus_021153-R1	HART063A_unassigned_transcript_10109
Morus_019662-R1	HART063A_unassigned_transcript_10111
Morus_unassigned_transcript_4988	HART063A_unassigned_transcript_10112
Morus_020175-R1	HART063A_unassigned_transcript_10117
Morus_020961-R1	HART063A_unassigned_transcript_10124
Morus_unassigned_transcript_4989	HART063A_unassigned_transcript_10125
Morus_020456-R1	HART063A_unassigned_transcript_10127
Morus_020549-R1	HART063A_unassigned_transcript_10129
Morus_020182-R1	HART063A_unassigned_transcript_10130
Morus_021098-R1	HART063A_unassigned_transcript_10131
Morus_020505-R1	HART063A_unassigned_transcript_10132
Morus_019856-R1	HART063A_unassigned_transcript_10133
Morus_020896-R1	HART063A_unassigned_transcript_10134
Morus_unassigned_transcript_4996	HART063A_unassigned_transcript_10135
Morus_unassigned_transcript_5001	HART063A_unassigned_transcript_10137
Morus_019584-R1	HART063A_unassigned_transcript_10139
Morus_unassigned_transcript_5003	HART063A_unassigned_transcript_10140
Morus_020933-R1	HART063A_unassigned_transcript_10142
Morus_020201-R1	HART063A_unassigned_transcript_10145
Morus_unassigned_transcript_5009	HART063A_unassigned_transcript_10147
Morus_021073-R1	HART063A_unassigned_transcript_10150
Morus_020211-R1	HART063A_unassigned_transcript_10151
Morus_unassigned_transcript_5012	HART063A_unassigned_transcript_10154
Morus_unassigned_transcript_5016	HART063A_unassigned_transcript_10159
Morus_020647-R1	HART063A_unassigned_transcript_10169
Morus_020226-R1	HART063A_unassigned_transcript_10179
Morus_020454-R1	HART063A_unassigned_transcript_10181
Morus_019977-R1	HART063A_unassigned_transcript_10183
Morus_020469-R1	HART063A_unassigned_transcript_10185
Morus_020470-R1	HART063A_unassigned_transcript_10186
Morus_020621-R1	HART063A_unassigned_transcript_10187
Morus_019693-R1	HART063A_unassigned_transcript_10193
Morus_019881-R1	HART063A_unassigned_transcript_10194
Morus_020053-R1	HART063A_unassigned_transcript_10195
Morus_020995-R1	HART063A_unassigned_transcript_10198
Morus_unassigned_transcript_5049	HART063A_unassigned_transcript_10199
Morus_020258-R1	HART063A_unassigned_transcript_10204
Morus_020063-R1	HART063A_unassigned_transcript_10205
Morus_unassigned_transcript_5059	HART063A_unassigned_transcript_10206
Morus_unassigned_transcript_5064	HART063A_unassigned_transcript_10207
Morus_020806-R1	HART063A_unassigned_transcript_10208
Morus_019728-R1	HART063A_unassigned_transcript_10210
Morus_020263-R1	HART063A_unassigned_transcript_10211
Morus_020264-R1	HART063A_unassigned_transcript_10212
Morus_020503-R1	HART063A_unassigned_transcript_10213
Morus_020565-R1	HART063A_unassigned_transcript_10214
Morus_020266-R1	HART063A_unassigned_transcript_10216
Morus_unassigned_transcript_5069	HART063A_unassigned_transcript_10217
Morus_021352-R1	HART063A_unassigned_transcript_1022
Morus_020440-R1	HART063A_unassigned_transcript_10220
Morus_020152-R1	HART063A_unassigned_transcript_10222
Morus_020618-R1	HART063A_unassigned_transcript_10223
Morus_019418-R1	HART063A_unassigned_transcript_10230
Morus_020277-R1	HART063A_unassigned_transcript_10231
Morus_019951-R1	HART063A_unassigned_transcript_10232
Morus_019476-R1	HART063A_unassigned_transcript_10239
Morus_020139-R1	HART063A_unassigned_transcript_10246
Morus_020098-R1	HART063A_unassigned_transcript_10247
Morus_020629-R1	HART063A_unassigned_transcript_10249
Morus_019707-R1	HART063A_unassigned_transcript_10250
Morus_019925-R1	HART063A_unassigned_transcript_10256
Morus_019576-R1	HART063A_unassigned_transcript_10258
Morus_020758-R1	HART063A_unassigned_transcript_10265
Morus_unassigned_transcript_5119	HART063A_unassigned_transcript_10266
Morus_020553-R1	HART063A_unassigned_transcript_10276
Morus_unassigned_transcript_5129	HART063A_unassigned_transcript_10279
Morus_unassigned_transcript_5131	HART063A_unassigned_transcript_10282
Morus_020322-R1	HART063A_unassigned_transcript_10283
Morus_unassigned_transcript_5133	HART063A_unassigned_transcript_10284
Morus_020947-R1	HART063A_unassigned_transcript_10285
Morus_unassigned_transcript_5135	HART063A_unassigned_transcript_10286
Morus_019650-R2	HART063A_unassigned_transcript_10287
Morus_020671-R1	HART063A_unassigned_transcript_10291
Morus_020982-R2	HART063A_unassigned_transcript_10293
Morus_019617-R1	HART063A_unassigned_transcript_10294
Morus_021116-R1	HART063A_unassigned_transcript_10296
Morus_019863-R1	HART063A_unassigned_transcript_10297
Morus_019431-R1	HART063A_unassigned_transcript_10298
Morus_000520-R1	HART063A_unassigned_transcript_103
Morus_021325-R1	HART063A_unassigned_transcript_1030
Morus_unassigned_transcript_5153	HART063A_unassigned_transcript_10300
Morus_020660-R1	HART063A_unassigned_transcript_10316
Morus_020021-R1	HART063A_unassigned_transcript_10317
Morus_020351-R1	HART063A_unassigned_transcript_10322
Morus_unassigned_transcript_5178	HART063A_unassigned_transcript_10329
Morus_018649-R1	HART063A_unassigned_transcript_1033
Morus_021090-R1	HART063A_unassigned_transcript_10339
Morus_020064-R1	HART063A_unassigned_transcript_10342
Morus_020540-R1	HART063A_unassigned_transcript_10343
Morus_020927-R1	HART063A_unassigned_transcript_10351
Morus_unassigned_transcript_5204	HART063A_unassigned_transcript_10352
Morus_unassigned_transcript_5206	HART063A_unassigned_transcript_10353
Morus_unassigned_transcript_5207	HART063A_unassigned_transcript_10355
Morus_019463-R1	HART063A_unassigned_transcript_10357
Morus_unassigned_transcript_5209	HART063A_unassigned_transcript_10358
Morus_021288-R1	HART063A_unassigned_transcript_1036
Morus_020471-R1	HART063A_unassigned_transcript_10365
Morus_unassigned_transcript_5233	HART063A_unassigned_transcript_10371
Morus_014617-R1	HART063A_unassigned_transcript_1039
Morus_020414-R1	HART063A_unassigned_transcript_10395
Morus_012852-R1	HART063A_unassigned_transcript_1040
Morus_017373-R1	HART063A_unassigned_transcript_1042
Morus_018716-R1	HART063A_unassigned_transcript_1045
Morus_021204-R1	HART063A_unassigned_transcript_1046
Morus_unassigned_transcript_483	HART063A_unassigned_transcript_1049
Morus_008404-R1	HART063A_unassigned_transcript_105
Morus_unassigned_transcript_494	HART063A_unassigned_transcript_1055
Morus_010613-R1	HART063A_unassigned_transcript_1058
Morus_021343-R1	HART063A_unassigned_transcript_1060
Morus_016778-R2	HART063A_unassigned_transcript_1061
Morus_014134-R1	HART063A_unassigned_transcript_1063
Morus_015207-R1	HART063A_unassigned_transcript_1064
Morus_000191-R1	HART063A_unassigned_transcript_1068
Morus_012742-R2	HART063A_unassigned_transcript_1071
Morus_000167-R1	HART063A_unassigned_transcript_1075
Morus_021283-R1	HART063A_unassigned_transcript_1076
Morus_013638-R1	HART063A_unassigned_transcript_1078
Morus_016760-R1	HART063A_unassigned_transcript_1079
Morus_000281-R1	HART063A_unassigned_transcript_1080
Morus_000027-R1	HART063A_unassigned_transcript_1083
Morus_015124-R1	HART063A_unassigned_transcript_1087
Morus_unassigned_transcript_518	HART063A_unassigned_transcript_1088
Morus_unassigned_transcript_2433	HART063A_unassigned_transcript_109
Morus_007576-R1	HART063A_unassigned_transcript_11
Morus_021132-R1	HART063A_unassigned_transcript_1105
Morus_021298-R1	HART063A_unassigned_transcript_1107
Morus_014036-R1	HART063A_unassigned_transcript_1110
Morus_unassigned_transcript_597	HART063A_unassigned_transcript_1121
Morus_unassigned_transcript_595	HART063A_unassigned_transcript_1122
Morus_unassigned_transcript_583	HART063A_unassigned_transcript_1134
Morus_unassigned_transcript_582	HART063A_unassigned_transcript_1135
Morus_015901-R1	HART063A_unassigned_transcript_1143
Morus_021391-R1	HART063A_unassigned_transcript_1149
Morus_015832-R1	HART063A_unassigned_transcript_1173
Morus_021488-R1	HART063A_unassigned_transcript_1177
Morus_010164-R1	HART063A_unassigned_transcript_1183
Morus_unassigned_transcript_633	HART063A_unassigned_transcript_1185
Morus_019705-R1	HART063A_unassigned_transcript_1188
Morus_019725-R1	HART063A_unassigned_transcript_1189
Morus_000175-R1	HART063A_unassigned_transcript_12
Morus_unassigned_transcript_120	HART063A_unassigned_transcript_124
Morus_007283-R1	HART063A_unassigned_transcript_125
Morus_006904-R1	HART063A_unassigned_transcript_126
Morus_003938-R1	HART063A_unassigned_transcript_127
