Morus_000003-R1	Bato_000003-R1	ArtoA_013067-R1	ArtoB_020652-R1
Morus_005551-R1	Bato_005551-R1	ArtoA_020487-R1	ArtoB_018589-R1
Morus_005552-R1	Bato_005552-R1	ArtoA_020488-R1	ArtoB_018591-R1
Morus_005557-R2	Bato_005557-R2	ArtoA_021160-R1	ArtoB_019169-R1
Morus_005560-R1	Bato_005560-R1	ArtoA_021638-R1	ArtoB_019293-R1
Morus_005561-R2	Bato_005561-R2	ArtoA_020531-R2	ArtoB_018884-R1
Morus_005563-R1	Bato_005563-R1	ArtoA_020480-R1	ArtoB_019901-R1
Morus_005571-R1	Bato_005571-R1	ArtoA_021164-R1	ArtoB_029189-R1
Morus_005579-R1	Bato_005579-R1	ArtoA_020467-R1	ArtoB_018802-R1
Morus_005580-R1	Bato_005580-R1	ArtoA_020468-R1	ArtoB_018803-R1
Morus_005581-R1	Bato_005581-R1	ArtoA_021627-R1	ArtoB_024497-R4
Morus_005583-R1	Bato_005583-R1	ArtoA_020608-R1	ArtoB_018624-R1
Morus_005590-R1	Bato_005590-R1	ArtoA_unassigned_transcript_3412	ArtoB_018721-R1
Morus_005591-R1	Bato_005591-R1	ArtoA_020393-R1	ArtoB_unassigned_transcript_2984
Morus_005592-R1	Bato_005592-R1	ArtoA_020844-R1	ArtoB_019052-R1
Morus_005595-R1	Bato_004837-R1	ArtoA_020811-R2	ArtoB_019037-R1
Morus_005596-R1	Bato_005596-R1	ArtoA_021255-R2	ArtoB_019128-R1
Morus_005610-R1	Bato_005610-R1	ArtoA_021003-R1	ArtoB_018888-R1
Morus_005613-R1	Bato_005613-R1	ArtoA_020346-R1	ArtoB_unassigned_transcript_2997
Morus_005616-R1	Bato_005616-R1	ArtoA_020498-R1	ArtoB_unassigned_transcript_3055
Morus_005617-R1	Bato_005617-R1	ArtoA_020063-R1	ArtoB_018799-R1
Morus_005618-R1	Bato_005618-R1	ArtoA_020158-R1	ArtoB_018800-R1
Morus_005619-R1	Bato_005619-R1	ArtoA_020622-R1	ArtoB_019182-R1
Morus_005624-R1	Bato_005624-R1	ArtoA_020814-R1	ArtoB_018851-R1
Morus_005626-R1	Bato_005626-R1	ArtoA_021567-R1	ArtoB_018510-R1
Morus_005627-R1	Bato_005627-R1	ArtoA_014793-R1	ArtoB_019123-R1
Morus_005630-R1	Bato_005630-R1	ArtoA_021188-R1	ArtoB_019056-R1
Morus_005632-R3	Bato_005632-R3	ArtoA_021682-R1	ArtoB_019400-R1
Morus_005634-R1	Bato_005634-R1	ArtoA_unassigned_transcript_3666	ArtoB_018872-R1
Morus_005641-R1	Bato_005641-R1	ArtoA_021282-R1	ArtoB_unassigned_transcript_3146
Morus_005642-R1	Bato_005642-R1	ArtoA_020893-R1	ArtoB_019137-R1
Morus_005646-R1	Bato_005646-R1	ArtoA_020961-R1	ArtoB_018841-R1
Morus_005647-R1	Bato_005647-R1	ArtoA_021651-R1	ArtoB_019450-R1
Morus_005650-R1	Bato_005650-R1	ArtoA_021215-R1	ArtoB_019256-R1
Morus_005651-R1	Bato_005651-R1	ArtoA_021217-R1	ArtoB_019257-R1
Morus_005659-R1	Bato_005659-R1	ArtoA_020547-R1	ArtoB_019509-R1
Morus_005663-R1	Bato_005663-R1	ArtoA_021057-R1	ArtoB_019328-R1
Morus_005665-R1	Bato_005665-R1	ArtoA_unassigned_transcript_3347	ArtoB_019355-R1
Morus_005667-R1	Bato_005667-R1	ArtoA_020683-R2	ArtoB_018758-R1
Morus_005668-R1	Bato_005668-R1	ArtoA_020675-R1	ArtoB_019195-R1
Morus_005669-R1	Bato_005669-R1	ArtoA_021722-R1	ArtoB_unassigned_transcript_3056
Morus_005674-R1	Bato_005674-R1	ArtoA_020698-R1	ArtoB_019072-R1
Morus_005675-R1	Bato_005675-R1	ArtoA_unassigned_transcript_3594	ArtoB_018870-R1
Morus_005679-R1	Bato_005679-R1	ArtoA_020882-R1	ArtoB_018668-R1
Morus_005682-R1	Bato_005682-R1	ArtoA_020401-R1	ArtoB_018716-R1
Morus_005683-R1	Bato_005683-R1	ArtoA_020389-R1	ArtoB_019226-R1
Morus_005684-R1	Bato_005684-R1	ArtoA_020781-R1	ArtoB_019830-R1
Morus_005691-R1	Bato_005691-R1	ArtoA_020047-R1	ArtoB_018810-R1
Morus_005692-R1	Bato_005692-R1	ArtoA_020509-R1	ArtoB_018664-R1
Morus_005695-R1	Bato_005695-R1	ArtoA_020554-R1	ArtoB_019282-R1
Morus_005696-R1	Bato_005696-R1	ArtoA_021011-R1	ArtoB_unassigned_transcript_2957
Morus_005697-R1	Bato_005697-R1	ArtoA_020942-R1	ArtoB_018610-R1
Morus_005698-R1	Bato_005698-R1	ArtoA_021250-R1	ArtoB_019482-R1
Morus_005702-R1	Bato_005702-R1	ArtoA_019971-R1	ArtoB_019344-R1
Morus_005706-R1	Bato_005706-R1	ArtoA_021473-R1	ArtoB_018632-R1
Morus_005711-R1	Bato_005711-R1	ArtoA_unassigned_transcript_140	ArtoB_020511-R1
Morus_005712-R1	Bato_005712-R1	ArtoA_021119-R1	ArtoB_019478-R1
Morus_005716-R1	Bato_005716-R1	ArtoA_021623-R1	ArtoB_unassigned_transcript_3133
Morus_005717-R2	Bato_005717-R2	ArtoA_020752-R1	ArtoB_unassigned_transcript_3111
Morus_005719-R1	Bato_005719-R1	ArtoA_020932-R1	ArtoB_019156-R1
Morus_005723-R1	Bato_005723-R1	ArtoA_021271-R1	ArtoB_018926-R1
Morus_005726-R1	Bato_005726-R1	ArtoA_020031-R1	ArtoB_019935-R1
Morus_005728-R1	Bato_005728-R1	ArtoA_020561-R1	ArtoB_019923-R1
Morus_005730-R1	Bato_005730-R1	ArtoA_021053-R1	ArtoB_019791-R1
Morus_005731-R1	Bato_005731-R1	ArtoA_021417-R1	ArtoB_019031-R1
Morus_005732-R1	Bato_005732-R1	ArtoA_021344-R1	ArtoB_018688-R1
Morus_005735-R1	Bato_005735-R1	ArtoA_020451-R1	ArtoB_019792-R1
Morus_005738-R1	Bato_005738-R1	ArtoA_021684-R1	ArtoB_019107-R1
Morus_005740-R1	Bato_005740-R1	ArtoA_021670-R1	ArtoB_019393-R1
Morus_005742-R1	Bato_005742-R1	ArtoA_020077-R1	ArtoB_018524-R1
Morus_005743-R1	Bato_005743-R1	ArtoA_020006-R1	ArtoB_019781-R1
Morus_005745-R2	Bato_005745-R2	ArtoA_021329-R1	ArtoB_019948-R1
Morus_005746-R1	Bato_018055-R1	ArtoA_005836-R1	ArtoB_003618-R1
Morus_005749-R1	Bato_005749-R1	ArtoA_019988-R1	ArtoB_unassigned_transcript_3046
Morus_005750-R1	Bato_005750-R1	ArtoA_021140-R1	ArtoB_019807-R1
Morus_005753-R1	Bato_005753-R1	ArtoA_020357-R1	ArtoB_019523-R1
Morus_005754-R1	Bato_005754-R1	ArtoA_020057-R1	ArtoB_019842-R1
Morus_005756-R1	Bato_005756-R1	ArtoA_unassigned_transcript_3553	ArtoB_018674-R1
Morus_005761-R1	Bato_005761-R1	ArtoA_021058-R1	ArtoB_019231-R1
Morus_005762-R1	Bato_005762-R1	ArtoA_006389-R2	ArtoB_unassigned_transcript_317
Morus_005764-R1	Bato_005764-R1	ArtoA_020670-R1	ArtoB_018488-R1
Morus_005771-R1	Bato_005771-R1	ArtoA_020732-R1	ArtoB_019114-R1
Morus_005772-R1	Bato_005772-R1	ArtoA_020494-R1	ArtoB_019112-R1
Morus_005774-R1	Bato_005774-R1	ArtoA_unassigned_transcript_3532	ArtoB_019358-R1
Morus_005775-R1	Bato_005775-R1	ArtoA_020703-R1	ArtoB_018604-R1
Morus_005776-R1	Bato_005776-R1	ArtoA_021528-R1	ArtoB_019822-R1
Morus_005777-R2	Bato_005777-R2	ArtoA_021529-R1	ArtoB_018866-R1
Morus_005778-R1	Bato_005778-R1	ArtoA_021530-R1	ArtoB_019192-R1
Morus_005779-R1	Bato_005779-R1	ArtoA_021531-R1	ArtoB_019445-R1
Morus_005781-R1	Bato_005781-R1	ArtoA_020383-R1	ArtoB_018700-R1
Morus_005783-R1	Bato_005783-R1	ArtoA_020595-R1	ArtoB_019376-R1
Morus_005785-R1	Bato_005785-R1	ArtoA_020405-R1	ArtoB_019308-R1
Morus_005787-R1	Bato_005787-R1	ArtoA_unassigned_transcript_3426	ArtoB_018886-R1
Morus_005788-R1	Bato_005788-R1	ArtoA_020715-R1	ArtoB_018887-R1
Morus_005789-R1	Bato_005789-R1	ArtoA_014274-R1	ArtoB_021809-R1
Morus_005791-R1	Bato_005791-R1	ArtoA_021062-R1	ArtoB_unassigned_transcript_3112
Morus_005792-R1	Bato_005792-R1	ArtoA_020706-R1	ArtoB_019247-R1
Morus_005793-R3	Bato_005793-R3	ArtoA_020705-R1	ArtoB_019246-R1
Morus_005795-R1	Bato_005795-R1	ArtoA_021533-R1	ArtoB_unassigned_transcript_3015
Morus_005796-R1	Bato_005796-R1	ArtoA_019958-R1	ArtoB_019162-R1
Morus_005797-R1	Bato_005797-R1	ArtoA_019960-R2	ArtoB_019163-R1
Morus_005798-R1	Bato_005798-R1	ArtoA_020780-R1	ArtoB_unassigned_transcript_2949
Morus_005806-R1	Bato_005806-R1	ArtoA_020828-R1	ArtoB_019334-R1
Morus_005808-R1	Bato_005808-R1	ArtoA_020994-R1	ArtoB_019054-R1
Morus_005812-R1	Bato_005812-R1	ArtoA_021612-R1	ArtoB_019234-R1
Morus_005819-R1	Bato_005819-R1	ArtoA_020760-R1	ArtoB_019852-R1
Morus_005821-R1	Bato_005821-R1	ArtoA_unassigned_transcript_3574	ArtoB_019124-R1
Morus_005823-R1	Bato_005823-R1	ArtoA_020474-R1	ArtoB_unassigned_transcript_3087
Morus_005826-R1	Bato_005826-R1	ArtoA_021032-R1	ArtoB_018865-R1
Morus_005831-R1	Bato_005831-R1	ArtoA_020820-R1	ArtoB_019223-R1
Morus_005833-R1	Bato_005833-R1	ArtoA_020356-R1	ArtoB_019080-R1
Morus_005834-R1	Bato_005834-R1	ArtoA_021014-R1	ArtoB_019386-R1
Morus_005838-R1	Bato_005838-R1	ArtoA_021266-R1	ArtoB_018732-R2
Morus_005839-R1	Bato_005839-R1	ArtoA_021483-R1	ArtoB_018601-R1
Morus_005841-R1	Bato_005841-R1	ArtoA_020207-R1	ArtoB_019343-R1
Morus_005844-R1	Bato_005844-R1	ArtoA_020648-R1	ArtoB_019436-R1
Morus_005845-R1	Bato_005845-R1	ArtoA_021251-R1	ArtoB_018653-R1
Morus_005846-R1	Bato_005846-R1	ArtoA_020729-R1	ArtoB_019443-R1
Morus_005847-R1	Bato_005847-R1	ArtoA_020897-R1	ArtoB_unassigned_transcript_2936
Morus_005848-R1	Bato_005848-R1	ArtoA_020899-R1	ArtoB_018828-R1
Morus_005849-R1	Bato_005849-R1	ArtoA_020900-R1	ArtoB_018827-R1
Morus_005850-R1	Bato_005850-R1	ArtoA_021289-R1	ArtoB_019502-R1
Morus_005855-R1	Bato_005855-R1	ArtoA_021280-R1	ArtoB_019295-R1
Morus_005856-R1	Bato_005856-R1	ArtoA_unassigned_transcript_82	ArtoB_025264-R1
Morus_005857-R1	Bato_005857-R1	ArtoA_021264-R1	ArtoB_unassigned_transcript_2921
Morus_005858-R1	Bato_005858-R1	ArtoA_021098-R5	ArtoB_019409-R1
Morus_005862-R1	Bato_005862-R1	ArtoA_020978-R1	ArtoB_019455-R1
Morus_005866-R1	Bato_005866-R1	ArtoA_020628-R1	ArtoB_018878-R1
Morus_005867-R1	Bato_005867-R1	ArtoA_unassigned_transcript_3429	ArtoB_019911-R1
Morus_005875-R1	Bato_005875-R1	ArtoA_021590-R1	ArtoB_unassigned_transcript_3030
Morus_005878-R1	Bato_005878-R1	ArtoA_013579-R1	ArtoB_024476-R1
Morus_005880-R1	Bato_005880-R1	ArtoA_021299-R2	ArtoB_018650-R1
Morus_005881-R1	Bato_005881-R1	ArtoA_020982-R1	ArtoB_unassigned_transcript_3135
Morus_005882-R1	Bato_005882-R1	ArtoA_021659-R1	ArtoB_018709-R1
Morus_005884-R1	Bato_005884-R1	ArtoA_021375-R1	ArtoB_018495-R1
Morus_005886-R1	Bato_005886-R1	ArtoA_020736-R1	ArtoB_019930-R1
Morus_005890-R1	Bato_005890-R1	ArtoA_020852-R1	ArtoB_018514-R1
Morus_005902-R1	Bato_005902-R1	ArtoA_021051-R1	ArtoB_019093-R1
Morus_005904-R1	Bato_005904-R1	ArtoA_021674-R1	ArtoB_018901-R1
Morus_005905-R1	Bato_005905-R1	ArtoA_020482-R1	ArtoB_018680-R1
Morus_005906-R1	Bato_005906-R1	ArtoA_unassigned_transcript_3482	ArtoB_018681-R1
Morus_005919-R1	Bato_005919-R1	ArtoA_020840-R1	ArtoB_018892-R1
Morus_005923-R1	Bato_005923-R1	ArtoA_021550-R1	ArtoB_unassigned_transcript_2953
Morus_005934-R1	Bato_005934-R1	ArtoA_020025-R1	ArtoB_019118-R1
Morus_005935-R1	Bato_005935-R1	ArtoA_020026-R1	ArtoB_019119-R1
Morus_005936-R1	Bato_005936-R1	ArtoA_021475-R1	ArtoB_018516-R1
Morus_005939-R1	Bato_005939-R1	ArtoA_021646-R1	ArtoB_unassigned_transcript_3060
Morus_005941-R1	Bato_005941-R1	ArtoA_020466-R1	ArtoB_019086-R1
Morus_005942-R1	Bato_005942-R1	ArtoA_020119-R1	ArtoB_018863-R1
Morus_005944-R2	Bato_005944-R2	ArtoA_020775-R1	ArtoB_018533-R1
Morus_005945-R1	Bato_005945-R1	ArtoA_020776-R1	ArtoB_019148-R1
Morus_005946-R1	Bato_004951-R1	ArtoA_021666-R1	ArtoB_019517-R1
Morus_005952-R1	Bato_005952-R1	ArtoA_021319-R1	ArtoB_019887-R1
Morus_005955-R1	Bato_005955-R1	ArtoA_017693-R1	ArtoB_018675-R1
Morus_005956-R1	Bato_005956-R1	ArtoA_unassigned_transcript_90	ArtoB_018986-R1
Morus_005957-R1	Bato_005957-R1	ArtoA_020078-R1	ArtoB_019076-R1
Morus_005960-R1	Bato_005960-R1	ArtoA_020716-R1	ArtoB_019753-R1
Morus_005962-R1	Bato_005962-R1	ArtoA_020414-R1	ArtoB_019939-R1
Morus_005965-R1	Bato_005965-R1	ArtoA_021733-R1	ArtoB_unassigned_transcript_3172
Morus_005977-R1	Bato_005977-R1	ArtoA_020452-R1	ArtoB_019101-R1
Morus_005978-R1	Bato_005978-R1	ArtoA_020453-R3	ArtoB_019102-R1
Morus_005979-R1	Bato_005979-R1	ArtoA_020919-R1	ArtoB_019135-R1
Morus_005980-R1	Bato_005980-R1	ArtoA_020003-R1	ArtoB_019144-R1
Morus_005981-R1	Bato_005981-R1	ArtoA_021543-R1	ArtoB_018923-R1
Morus_005983-R1	Bato_005983-R1	ArtoA_020838-R1	ArtoB_015342-R1
Morus_005984-R2	Bato_005984-R2	ArtoA_020730-R1	ArtoB_018461-R2
Morus_005988-R1	Bato_005988-R1	ArtoA_020721-R1	ArtoB_019777-R1
Morus_005989-R3	Bato_005989-R3	ArtoA_020631-R2	ArtoB_019309-R2
Morus_005990-R1	Bato_005990-R1	ArtoA_020111-R1	ArtoB_018513-R1
Morus_005991-R1	Bato_005991-R1	ArtoA_020105-R1	ArtoB_unassigned_transcript_3006
Morus_005993-R1	Bato_005993-R1	ArtoA_020988-R1	ArtoB_018898-R1
Morus_005994-R1	Bato_005994-R1	ArtoA_020956-R1	ArtoB_018843-R1
Morus_005995-R1	Bato_005995-R1	ArtoA_020957-R1	ArtoB_018555-R1
Morus_005996-R1	Bato_005996-R1	ArtoA_021000-R1	ArtoB_019133-R1
Morus_005997-R1	Bato_005997-R1	ArtoA_021441-R1	ArtoB_unassigned_transcript_3264
Morus_006001-R1	Bato_006001-R1	ArtoA_020513-R1	ArtoB_019294-R1
Morus_006002-R1	Bato_006002-R1	ArtoA_021650-R2	ArtoB_018900-R1
Morus_006003-R1	Bato_006003-R1	ArtoA_020481-R1	ArtoB_019773-R1
Morus_006005-R1	Bato_006005-R1	ArtoA_020107-R1	ArtoB_018853-R1
Morus_006006-R1	Bato_006006-R1	ArtoA_020619-R1	ArtoB_019260-R1
Morus_006008-R1	Bato_006008-R1	ArtoA_021706-R1	ArtoB_019465-R1
Morus_006010-R1	Bato_006010-R1	ArtoA_021073-R1	ArtoB_018637-R1
Morus_006012-R1	Bato_006012-R1	ArtoA_021179-R1	ArtoB_019384-R1
Morus_006013-R6	Bato_006013-R6	ArtoA_021521-R1	ArtoB_019403-R2
Morus_006019-R2	Bato_006019-R2	ArtoA_020363-R1	ArtoB_019761-R4
Morus_006020-R1	Bato_006020-R1	ArtoA_021190-R2	ArtoB_unassigned_transcript_3063
Morus_006023-R1	Bato_006023-R1	ArtoA_020979-R1	ArtoB_019501-R3
Morus_006026-R1	Bato_006026-R1	ArtoA_021109-R1	ArtoB_018910-R1
Morus_006027-R1	Bato_006027-R1	ArtoA_020691-R1	ArtoB_019401-R1
Morus_006028-R1	Bato_006028-R1	ArtoA_021644-R1	ArtoB_018646-R1
Morus_006030-R1	Bato_006030-R1	ArtoA_021596-R1	ArtoB_019461-R1
Morus_006031-R1	Bato_006031-R1	ArtoA_021598-R1	ArtoB_019462-R1
Morus_006032-R1	Bato_006032-R1	ArtoA_020968-R3	ArtoB_018769-R4
Morus_006038-R1	Bato_006038-R1	ArtoA_021343-R1	ArtoB_018673-R1
Morus_006039-R1	Bato_006039-R1	ArtoA_011690-R1	ArtoB_019929-R1
Morus_006040-R1	Bato_006040-R1	ArtoA_020419-R1	ArtoB_019095-R1
Morus_006041-R1	Bato_006041-R1	ArtoA_unassigned_transcript_3541	ArtoB_019222-R1
Morus_006042-R1	Bato_006042-R1	ArtoA_020816-R1	ArtoB_019143-R1
Morus_006044-R1	Bato_006044-R1	ArtoA_020496-R1	ArtoB_019846-R1
Morus_006045-R1	Bato_006045-R1	ArtoA_unassigned_transcript_3356	ArtoB_019284-R1
Morus_006047-R1	Bato_006047-R1	ArtoA_015651-R1	ArtoB_018606-R1
Morus_006049-R1	Bato_006049-R1	ArtoA_020403-R1	ArtoB_019281-R1
Morus_006052-R1	Bato_006052-R1	ArtoA_021218-R2	ArtoB_unassigned_transcript_3305
Morus_006053-R1	Bato_006053-R1	ArtoA_021219-R1	ArtoB_019155-R1
Morus_006054-R3	Bato_006054-R3	ArtoA_020667-R6	ArtoB_018773-R1
Morus_006063-R1	Bato_006063-R1	ArtoA_021303-R1	ArtoB_018622-R1
Morus_006067-R1	Bato_006067-R1	ArtoA_020375-R1	ArtoB_018725-R1
Morus_006069-R1	Bato_006069-R1	ArtoA_021731-R1	ArtoB_019541-R1
Morus_006075-R1	Bato_006075-R1	ArtoA_unassigned_transcript_3340	ArtoB_019094-R1
Morus_006078-R1	Bato_006078-R1	ArtoA_020089-R1	ArtoB_019481-R1
Morus_006080-R1	Bato_006080-R1	ArtoA_unassigned_transcript_3431	ArtoB_018749-R1
Morus_006084-R1	Bato_006084-R1	ArtoA_021237-R1	ArtoB_unassigned_transcript_3157
Morus_006085-R1	Bato_006085-R1	ArtoA_unassigned_transcript_3619	ArtoB_unassigned_transcript_3164
Morus_006086-R1	Bato_006086-R1	ArtoA_020709-R1	ArtoB_019543-R1
Morus_006088-R1	Bato_006088-R1	ArtoA_021630-R4	ArtoB_019896-R1
Morus_006090-R1	Bato_006090-R1	ArtoA_021438-R1	ArtoB_019524-R1
Morus_006094-R1	Bato_006094-R1	ArtoA_020396-R1	ArtoB_018862-R1
Morus_006100-R1	Bato_006100-R1	ArtoA_021508-R1	ArtoB_018645-R1
Morus_006104-R1	Bato_006104-R1	ArtoA_020654-R1	ArtoB_019187-R1
Morus_006108-R1	Bato_006108-R1	ArtoA_021108-R1	ArtoB_018869-R1
Morus_006109-R1	Bato_006109-R1	ArtoA_021097-R1	ArtoB_019402-R1
Morus_006115-R1	Bato_006115-R1	ArtoA_021557-R1	ArtoB_019146-R1
Morus_006116-R1	Bato_006116-R1	ArtoA_020679-R1	ArtoB_019057-R1
Morus_006118-R1	Bato_006118-R1	ArtoA_021118-R1	ArtoB_unassigned_transcript_3007
Morus_006120-R1	Bato_006120-R1	ArtoA_021679-R1	ArtoB_018571-R1
Morus_006122-R1	Bato_006122-R1	ArtoA_021695-R1	ArtoB_019274-R1
Morus_006124-R1	Bato_006124-R1	ArtoA_019992-R1	ArtoB_019803-R1
Morus_006126-R1	Bato_006126-R1	ArtoA_021134-R1	ArtoB_019160-R1
Morus_006129-R1	Bato_006129-R1	ArtoA_021016-R2	ArtoB_019206-R1
Morus_006132-R1	Bato_006132-R1	ArtoA_021502-R1	ArtoB_unassigned_transcript_3186
Morus_006142-R1	Bato_006142-R1	ArtoA_020787-R1	ArtoB_019736-R1
Morus_006148-R1	Bato_006148-R1	ArtoA_021587-R1	ArtoB_019796-R1
Morus_006153-R1	Bato_006153-R1	ArtoA_unassigned_transcript_3401	ArtoB_019547-R1
Morus_006154-R1	Bato_006154-R1	ArtoA_unassigned_transcript_3400	ArtoB_019548-R1
Morus_006155-R1	Bato_006155-R1	ArtoA_unassigned_transcript_3430	ArtoB_018557-R1
Morus_006157-R1	Bato_006157-R1	ArtoA_020713-R1	ArtoB_019364-R2
Morus_006158-R1	Bato_006158-R1	ArtoA_020523-R1	ArtoB_018760-R1
Morus_006160-R1	Bato_006160-R1	ArtoA_021655-R1	ArtoB_018612-R1
Morus_006161-R1	Bato_006161-R1	ArtoA_020750-R1	ArtoB_018676-R1
Morus_006164-R1	Bato_006164-R1	ArtoA_020398-R1	ArtoB_019895-R1
Morus_006165-R1	Bato_006165-R1	ArtoA_unassigned_transcript_3363	ArtoB_019085-R1
Morus_006166-R1	Bato_006166-R1	ArtoA_020783-R1	ArtoB_018850-R1
Morus_006167-R1	Bato_006167-R1	ArtoA_020384-R1	ArtoB_018710-R1
Morus_006168-R2	Bato_006168-R2	ArtoA_021225-R2	ArtoB_019103-R1
Morus_006170-R1	Bato_006170-R1	ArtoA_020014-R1	ArtoB_019428-R1
Morus_006177-R1	Bato_006177-R1	ArtoA_unassigned_transcript_3457	ArtoB_018581-R1
Morus_006179-R1	Bato_006179-R1	ArtoA_017032-R1	ArtoB_023059-R1
Morus_006181-R1	Bato_006181-R1	ArtoA_020647-R1	ArtoB_018883-R1
Morus_006182-R1	Bato_006182-R1	ArtoA_021148-R1	ArtoB_unassigned_transcript_3125
Morus_006183-R1	Bato_006183-R1	ArtoA_021613-R1	ArtoB_unassigned_transcript_3166
Morus_006184-R1	Bato_006184-R1	ArtoA_020972-R1	ArtoB_019332-R1
Morus_006187-R1	Bato_006187-R1	ArtoA_015708-R1	ArtoB_027767-R1
Morus_006188-R1	Bato_006188-R1	ArtoA_020461-R1	ArtoB_019228-R1
Morus_006189-R1	Bato_006189-R1	ArtoA_021481-R1	ArtoB_019348-R1
Morus_006190-R1	Bato_006190-R1	ArtoA_019961-R1	ArtoB_019171-R1
Morus_006191-R1	Bato_006191-R1	ArtoA_033247-R1	ArtoB_027671-R1
Morus_006195-R1	Bato_006195-R1	ArtoA_021287-R1	ArtoB_019903-R1
Morus_006197-R1	Bato_006197-R1	ArtoA_020412-R1	ArtoB_unassigned_transcript_3001
Morus_006200-R1	Bato_006200-R1	ArtoA_020043-R1	ArtoB_019818-R1
Morus_006201-R1	Bato_006201-R1	ArtoA_unassigned_transcript_3677	ArtoB_018574-R1
Morus_006204-R1	Bato_006204-R1	ArtoA_021114-R1	ArtoB_018519-R1
Morus_006207-R1	Bato_006207-R1	ArtoA_unassigned_transcript_3362	ArtoB_018737-R1
Morus_006212-R1	Bato_006212-R1	ArtoA_020908-R1	ArtoB_019857-R1
Morus_006215-R1	Bato_006215-R1	ArtoA_020049-R1	ArtoB_019535-R1
Morus_006216-R1	Bato_006216-R1	ArtoA_022045-R1	ArtoB_unassigned_transcript_4656
Morus_006217-R1	Bato_006217-R1	ArtoA_022475-R1	ArtoB_024926-R1
Morus_006219-R1	Bato_006219-R1	ArtoA_023283-R1	ArtoB_023984-R1
Morus_006221-R1	Bato_006221-R1	ArtoA_022202-R1	ArtoB_024504-R1
Morus_006224-R1	Bato_006224-R1	ArtoA_unassigned_transcript_1765	ArtoB_025600-R1
Morus_006226-R1	Bato_006226-R1	ArtoA_023525-R1	ArtoB_024858-R1
Morus_006228-R1	Bato_006228-R1	ArtoA_022387-R1	ArtoB_024952-R1
Morus_006229-R1	Bato_008316-R2	ArtoA_023487-R1	ArtoB_023935-R2
Morus_006235-R1	Bato_006235-R1	ArtoA_023531-R1	ArtoB_024102-R1
Morus_006236-R1	Bato_006236-R1	ArtoA_023211-R1	ArtoB_024151-R1
Morus_006237-R1	Bato_006237-R1	ArtoA_022138-R7	ArtoB_024628-R1
Morus_006238-R1	Bato_006238-R1	ArtoA_022029-R1	ArtoB_023816-R1
Morus_006240-R1	Bato_006240-R1	ArtoA_022956-R1	ArtoB_023705-R1
Morus_006243-R1	Bato_006243-R1	ArtoA_023494-R2	ArtoB_024868-R1
Morus_006244-R1	Bato_006244-R1	ArtoA_022908-R1	ArtoB_025048-R1
Morus_006245-R1	Bato_006245-R1	ArtoA_021788-R1	ArtoB_024511-R1
Morus_006247-R1	Bato_006247-R1	ArtoA_021802-R1	ArtoB_024065-R1
Morus_006249-R1	Bato_006249-R1	ArtoA_021950-R1	ArtoB_024716-R1
Morus_006250-R1	Bato_006250-R1	ArtoA_021951-R1	ArtoB_024717-R1
Morus_006251-R1	Bato_006251-R1	ArtoA_022628-R1	ArtoB_024632-R1
Morus_006253-R1	Bato_006253-R1	ArtoA_021955-R1	ArtoB_024958-R1
Morus_006254-R2	Bato_006254-R2	ArtoA_021857-R1	ArtoB_023789-R2
Morus_006255-R1	Bato_006255-R1	ArtoA_023049-R2	ArtoB_024972-R1
Morus_006256-R1	Bato_006256-R1	ArtoA_022451-R1	ArtoB_024679-R1
Morus_006258-R2	Bato_006258-R2	ArtoA_022234-R1	ArtoB_024235-R1
Morus_006259-R1	Bato_006259-R1	ArtoA_022206-R1	ArtoB_023921-R1
Morus_006262-R1	Bato_006262-R1	ArtoA_023153-R1	ArtoB_024975-R1
Morus_006266-R1	Bato_006266-R1	ArtoA_021878-R1	ArtoB_024915-R2
Morus_006271-R1	Bato_006271-R1	ArtoA_unassigned_transcript_4024	ArtoB_023869-R1
Morus_006272-R1	Bato_006272-R1	ArtoA_022246-R1	ArtoB_unassigned_transcript_4545
Morus_006279-R1	Bato_006279-R1	ArtoA_022595-R1	ArtoB_unassigned_transcript_4617
Morus_006286-R1	Bato_006286-R1	ArtoA_023126-R1	ArtoB_unassigned_transcript_4573
Morus_006288-R1	Bato_006288-R1	ArtoA_022284-R1	ArtoB_024781-R1
Morus_006292-R1	Bato_006292-R1	ArtoA_022490-R3	ArtoB_024550-R1
Morus_006294-R1	Bato_006294-R1	ArtoA_021793-R1	ArtoB_024718-R1
Morus_006295-R1	Bato_006295-R1	ArtoA_023615-R1	ArtoB_024724-R1
Morus_006296-R1	Bato_006296-R1	ArtoA_014653-R1	ArtoB_018462-R1
Morus_006298-R1	Bato_006298-R1	ArtoA_022250-R2	ArtoB_024617-R1
Morus_006300-R1	Bato_006300-R1	ArtoA_025449-R1	ArtoB_027260-R1
Morus_006301-R2	Bato_006301-R2	ArtoA_023046-R1	ArtoB_024709-R1
Morus_006302-R1	Bato_unassigned_transcript_2041	ArtoA_022454-R1	ArtoB_unassigned_transcript_4355
Morus_006305-R1	Bato_006305-R1	ArtoA_022926-R1	ArtoB_023830-R1
Morus_006307-R1	Bato_006307-R1	ArtoA_022717-R1	ArtoB_024022-R1
Morus_006309-R1	Bato_006309-R1	ArtoA_022718-R1	ArtoB_025255-R1
Morus_006310-R1	Bato_006310-R1	ArtoA_023212-R1	ArtoB_024591-R1
